InitialSeparation,OvertakingSpeed,OncomingSpeed,Success
229.5,22.8,24.4,True
226.3,19.1,30.0,True
161.2,29.7,23.9,False
163.2,19.8,24.9,False
277.7,20.0,28.2,True
264.3,21.8,23.7,True
149.0,26.3,24.6,False
198.6,25.9,23.0,True
235.5,28.3,30.5,False
188.7,23.6,24.6,False
234.5,22.8,29.3,True
144.4,30.7,31.6,False
215.8,25.7,19.8,True
154.3,22.7,23.7,False
218.4,20.9,23.8,True
176.8,29.3,27.6,False
274.1,27.5,23.1,True
173.5,27.7,22.9,False
212.7,19.8,22.4,True
174.8,24.0,30.0,True
200.3,31.8,28.4,False
243.6,26.8,31.2,False
238.1,20.8,28.4,True
269.1,31.0,30.1,True
183.3,23.3,31.4,False
277.6,25.9,22.1,True
169.4,18.1,29.3,True
277.9,28.0,29.1,True
258.8,26.7,23.2,True
236.9,29.2,24.6,True
212.3,22.4,19.6,True
166.7,32.8,21.5,False
214.3,30.0,22.6,False
178.7,32.8,27.3,False
204.4,29.8,31.2,False
275.0,18.1,21.5,True
271.6,31.3,21.3,True
169.2,30.7,28.8,False
148.5,29.0,22.6,False
247.0,27.0,31.6,True
223.2,26.9,29.6,False
226.9,18.7,22.1,True
171.4,31.7,24.0,False
249.3,32.8,26.8,False
238.0,22.9,28.7,True
193.8,28.6,32.3,False
206.1,28.2,23.1,False
259.8,23.3,26.8,True
242.0,27.9,29.3,True
188.8,21.8,22.7,True
225.0,21.1,26.6,True
192.7,24.0,20.4,True
156.5,22.4,27.0,False
254.7,29.6,22.9,True
219.1,20.3,26.2,True
262.4,30.4,26.3,False
200.4,21.9,23.1,True
194.2,22.7,19.3,True
190.7,30.2,31.0,False
251.6,19.1,23.7,True
248.8,21.2,22.2,True
239.6,27.1,31.7,False
204.9,32.5,28.4,False
224.4,24.5,25.4,False
260.8,24.7,32.1,False
148.0,21.5,26.0,False
193.3,31.6,24.8,False
194.9,32.7,29.5,False
178.0,29.8,22.1,False
206.4,23.6,32.5,True
238.2,21.5,22.8,True
263.3,28.2,20.1,True
182.8,29.7,29.8,False
247.6,28.1,27.6,True
186.0,27.1,25.0,False
223.8,20.2,20.4,True
237.0,21.9,22.6,True
250.4,20.2,21.1,True
199.8,30.2,32.9,False
224.1,28.8,21.3,True
147.7,32.8,19.2,False
235.0,22.9,26.2,True
240.9,25.4,19.7,True
219.0,32.9,28.8,False
188.3,30.3,20.3,False
269.7,18.5,26.4,True
218.7,20.1,27.2,True
250.3,24.6,18.0,True
205.0,20.6,23.2,True
190.6,20.6,32.1,True
164.0,18.6,18.2,True
276.3,24.1,30.1,True
183.8,22.5,25.4,True
257.6,21.4,22.4,True
221.4,31.9,18.3,True
169.3,20.7,25.0,False
222.3,27.7,32.2,False
239.7,22.1,23.5,True
227.2,24.6,19.2,True
166.7,31.8,32.2,False
212.6,19.7,30.5,True
236.5,32.8,26.7,False
224.0,28.0,32.3,False
270.3,31.1,18.0,True
220.9,24.3,23.8,True
206.7,19.3,22.1,True
223.6,30.5,22.7,False
160.0,20.3,30.3,False
148.5,31.1,24.6,False
247.8,28.4,27.2,True
211.0,25.0,28.3,True
220.1,22.6,32.5,True
208.7,30.9,30.4,False
257.3,26.7,29.2,True
261.8,22.2,21.6,True
211.0,28.6,22.7,False
208.3,29.6,31.6,False
166.4,21.7,19.4,True
196.0,25.5,25.4,False
249.0,28.2,24.1,True
145.9,18.5,18.5,True
261.2,31.2,27.9,False
199.9,26.0,26.1,True
273.7,21.9,28.2,True
197.1,26.8,19.6,True
233.1,23.9,32.2,False
242.4,25.0,32.6,True
252.8,28.9,24.3,True
248.7,18.5,20.7,True
235.4,23.1,23.6,True
155.3,22.1,23.5,False
220.7,26.6,27.7,True
265.1,23.3,29.9,True
202.1,28.5,21.7,True
224.7,23.2,30.8,True
265.6,20.1,18.1,True
162.8,22.3,26.5,False
157.4,27.9,19.2,False
240.4,28.9,27.9,True
250.7,27.4,27.5,True
251.9,27.9,23.9,True
240.2,28.3,32.0,True
171.9,22.7,21.9,True
164.9,20.5,30.0,False
212.7,24.2,31.5,True
182.4,31.4,23.6,False
140.5,29.1,19.8,False
278.1,19.6,29.2,True
145.2,32.2,32.2,False
276.1,19.7,29.2,True
150.0,22.8,25.6,False
240.7,22.4,27.7,True
213.8,19.5,27.6,True
260.4,20.1,25.2,True
264.8,29.3,30.6,False
194.4,31.0,19.1,False
201.8,28.2,31.4,False
177.0,30.3,26.3,False
277.4,21.5,26.4,True
141.5,22.9,26.1,False
183.2,28.7,30.7,False
233.8,29.9,27.0,False
178.1,28.0,25.9,False
234.2,29.4,30.1,False
246.2,23.0,24.7,True
263.0,24.9,22.2,True
266.6,20.7,25.7,True
215.4,25.5,25.1,True
165.3,28.7,23.0,False
146.6,22.5,21.4,False
212.8,24.2,31.4,False
170.4,28.2,21.5,False
169.8,28.1,18.4,False
184.2,29.7,28.6,False
155.9,19.1,24.2,False
243.2,18.8,31.4,True
192.3,26.8,19.6,True
145.1,25.3,32.7,False
162.6,20.4,21.5,True
218.1,32.3,31.2,False
233.2,28.9,27.3,True
165.6,26.9,24.8,False
162.7,23.4,30.4,False
244.5,27.7,21.1,True
274.5,26.8,21.5,True
226.7,29.9,29.5,False
147.5,28.1,23.7,False
168.4,23.3,24.2,False
163.5,26.1,31.4,False
196.6,20.9,31.4,True
171.2,26.3,18.3,False
230.8,18.1,28.9,True
142.1,21.5,27.2,False
271.4,24.1,29.4,True
187.9,20.6,26.7,True
274.9,24.6,24.2,True
146.0,30.7,29.2,False
163.9,22.0,18.9,True
164.7,30.2,20.8,False
253.1,19.4,31.7,True
163.5,29.8,31.0,False
267.7,19.5,28.0,True
238.5,26.2,30.1,True
146.8,18.7,29.7,False
245.3,25.5,31.2,True
162.7,29.6,32.8,False
176.6,20.3,19.4,True
143.4,32.3,32.5,False
253.5,24.7,24.7,True
177.2,23.6,19.8,False
191.2,19.4,25.6,True
217.9,22.8,30.4,True
189.5,29.8,19.0,False
147.7,19.3,31.0,False
270.3,31.7,26.2,True
204.6,24.2,32.9,False
279.2,30.5,31.7,True
191.2,30.0,29.2,False
172.7,19.2,29.3,False
142.6,26.9,24.5,False
152.6,25.9,32.3,False
239.0,32.1,18.2,True
217.2,29.2,31.9,False
247.5,25.8,20.2,True
175.8,27.7,21.9,False
268.2,29.1,25.7,True
229.0,18.2,28.1,True
190.3,30.4,32.7,False
258.1,26.6,19.6,True
224.0,22.5,26.6,True
184.6,18.9,26.0,True
214.9,25.5,31.1,False
194.7,18.3,18.3,True
224.8,32.6,26.0,False
195.3,32.5,25.1,False
244.1,22.9,18.6,True
224.3,27.2,23.6,False
245.0,31.5,23.0,True
234.9,29.9,24.6,True
260.3,24.4,29.7,True
208.2,25.7,20.3,True
240.4,24.0,31.0,True
239.5,19.4,19.1,True
211.8,18.2,22.2,True
278.3,31.5,20.2,True
230.0,26.3,23.9,True
142.7,19.9,22.8,False
206.6,20.6,26.5,True
218.6,18.1,25.4,True
253.6,31.9,19.1,True
154.9,21.5,25.2,False
153.0,32.4,29.0,False
237.9,28.4,27.4,True
215.0,31.1,25.0,False
165.4,20.9,19.9,True
221.0,29.4,27.4,False
258.2,22.7,31.4,True
220.6,27.9,19.9,True
262.6,20.4,26.2,True
219.4,18.1,22.3,True
146.2,19.7,32.3,False
224.9,31.6,29.4,False
228.9,20.4,31.1,True
270.2,20.9,27.3,True
254.9,20.2,29.5,True
251.2,28.4,20.1,True
252.6,31.3,32.1,True
215.2,26.4,22.2,True
231.8,19.5,26.8,True
192.8,20.4,25.0,False
184.0,33.0,23.1,False
156.7,32.6,31.8,False
259.4,22.6,20.0,True
237.3,20.8,28.3,True
142.9,24.9,30.6,False
168.6,25.6,19.4,True
253.5,28.7,19.7,True
147.6,20.7,30.8,False
215.4,30.0,30.8,False
242.8,22.9,18.2,True
199.6,20.9,21.6,True
252.4,19.4,30.4,True
190.7,29.7,27.8,False
274.7,26.4,21.6,True
182.4,18.3,22.9,True
189.3,20.9,18.8,True
184.6,22.6,21.9,True
165.4,25.1,21.3,False
229.3,29.3,21.6,False
259.3,29.9,27.8,True
271.3,31.2,21.0,True
210.4,22.4,26.8,True
142.9,32.9,22.4,False
262.8,29.5,27.8,True
153.9,21.9,29.2,False
229.0,21.9,23.7,True
214.2,21.3,29.0,True
273.3,23.1,29.2,True
277.5,24.0,28.7,True
148.9,21.5,29.7,False
199.8,22.6,23.7,True
237.9,25.7,22.6,True
268.4,25.1,20.9,True
147.7,24.2,31.7,False
151.1,32.5,31.7,False
168.2,24.8,28.5,False
252.6,29.2,27.1,True
185.6,21.9,19.8,True
210.4,29.2,28.0,False
164.9,24.6,31.8,False
217.3,31.3,30.1,False
172.5,22.7,32.8,False
195.4,19.7,20.4,True
197.5,23.4,21.4,True
158.8,20.0,28.0,True
147.1,24.2,28.3,False
188.9,20.1,20.3,True
201.6,18.4,32.9,True
200.8,29.7,22.2,True
144.7,20.9,27.8,False
241.2,31.6,18.4,True
248.3,28.9,29.8,False
224.5,24.5,26.4,True
167.9,28.6,21.4,False
166.7,21.7,26.3,False
152.1,25.9,19.5,False
195.0,19.2,23.6,True
145.5,18.8,30.1,False
232.9,21.8,25.3,True
181.7,24.7,30.2,False
194.7,22.1,22.9,True
248.0,22.1,28.7,True
141.9,20.7,19.8,True
242.1,31.9,30.8,False
147.4,30.6,20.0,False
145.9,25.4,32.4,False
192.0,31.3,27.1,False
175.0,27.8,22.9,False
176.9,23.5,18.9,True
234.6,20.9,25.6,True
250.7,28.3,31.5,False
192.5,25.4,20.5,True
149.0,18.6,30.1,False
160.2,31.8,23.9,False
186.0,22.2,28.3,False
150.7,19.4,18.8,False
234.7,29.3,20.5,True
142.9,24.0,29.8,False
174.9,26.7,31.0,False
154.6,26.7,26.3,False
197.0,21.8,27.7,True
270.5,31.2,32.4,False
230.0,28.1,29.8,True
169.2,22.8,27.0,False
192.1,25.9,19.6,True
272.8,27.0,23.7,True
241.0,30.5,18.3,True
256.5,22.6,26.1,True
213.8,20.6,29.2,True
263.2,22.3,30.4,True
172.8,24.4,24.3,False
155.2,31.9,31.7,False
140.8,23.1,18.7,False
155.8,22.8,18.6,False
235.6,26.6,24.0,True
235.0,18.7,24.9,True
278.8,24.3,18.7,True
209.0,21.0,21.4,True
245.4,26.4,32.2,True
160.9,18.1,21.9,True
248.4,28.7,23.2,True
270.5,26.7,23.3,True
276.7,27.3,22.9,True
277.3,31.1,32.2,True
170.8,21.9,22.3,True
190.0,32.6,28.0,False
276.4,28.9,28.2,True
268.7,27.8,23.3,True
213.9,18.5,29.7,True
152.8,18.3,24.1,True
162.7,28.9,18.8,False
241.3,18.8,25.0,True
193.8,18.6,24.9,True
153.7,21.3,20.3,True
249.7,21.7,23.4,True
169.3,18.1,22.2,True
253.1,26.6,21.4,True
170.9,32.4,27.9,False
246.1,25.9,32.3,True
277.5,32.4,24.1,True
159.7,19.4,22.8,True
192.3,31.7,25.1,False
236.5,20.6,30.6,True
207.9,19.3,24.5,True
140.0,28.6,27.6,False
177.5,24.9,28.0,False
169.3,24.6,32.1,False
209.5,25.9,27.9,False
199.5,29.0,31.8,False
201.9,19.3,18.6,True
153.5,21.6,21.9,True
268.2,28.3,19.3,True
209.9,26.5,23.7,False
189.9,32.2,30.7,False
201.1,31.8,27.5,False
225.6,24.3,22.2,True
192.0,21.6,26.6,True
212.9,24.7,18.9,True
209.1,19.5,21.8,True
158.6,24.5,28.1,False
272.0,30.6,26.3,True
261.5,24.0,32.1,True
230.6,24.8,21.1,True
171.7,31.9,19.7,False
203.7,21.8,31.0,True
220.3,29.8,25.1,False
176.7,24.3,23.6,False
167.5,22.2,27.6,False
270.1,28.2,32.8,False
176.8,22.8,23.8,False
277.6,18.7,32.7,True
265.1,22.6,29.3,True
156.2,20.4,22.8,True
258.8,22.4,27.7,True
264.0,19.1,25.6,True
245.1,23.0,29.8,True
274.5,29.4,26.8,True
227.7,30.7,24.3,False
159.6,25.7,28.2,False
221.9,23.8,29.1,True
226.8,26.0,22.0,True
269.8,25.0,32.6,True
275.7,18.5,20.0,True
249.3,27.5,32.0,True
142.0,26.0,19.6,False
249.3,18.6,24.9,True
227.9,18.5,29.9,True
144.6,29.2,30.1,False
227.5,23.5,22.8,True
196.7,18.3,23.1,True
193.5,22.1,18.6,True
191.7,29.4,26.0,False
242.6,26.1,24.1,True
165.7,31.5,25.3,False
279.1,30.1,28.4,False
241.8,22.2,25.1,True
260.3,29.8,19.2,True
229.2,31.5,22.8,True
159.8,29.6,26.3,False
149.0,21.0,29.2,False
234.0,25.6,21.7,True
241.5,20.7,25.3,True
258.4,22.8,24.3,True
193.8,23.1,33.0,False
232.8,23.1,28.1,True
275.9,20.4,29.5,True
245.8,30.6,25.4,True
162.7,27.4,30.9,False
274.5,23.7,26.0,True
233.5,30.9,28.6,False
180.1,19.9,20.1,True
176.6,28.1,27.4,False
209.2,32.0,18.0,False
218.8,19.8,24.2,True
214.7,19.4,19.4,True
223.2,26.9,26.9,True
223.2,27.1,32.9,False
243.8,24.8,29.8,True
147.4,24.0,28.6,False
252.6,18.7,24.4,True
270.3,19.9,27.4,True
248.4,27.2,22.9,True
149.1,20.1,20.0,False
155.4,32.3,28.5,False
163.0,28.9,24.4,False
231.9,18.4,18.2,True
140.4,25.9,21.2,False
230.4,21.2,27.6,True
196.0,28.7,23.4,True
205.4,29.3,30.8,False
242.9,31.7,25.4,False
185.9,22.3,23.0,True
233.1,28.5,30.1,False
243.0,23.2,26.6,True
174.8,23.2,32.1,False
180.3,20.5,20.5,True
147.6,21.7,31.4,False
250.5,21.1,30.0,True
200.0,23.1,32.9,True
269.9,27.3,21.6,True
217.0,18.2,20.8,True
204.5,19.4,23.7,True
182.3,24.9,27.6,True
206.8,30.9,18.9,False
253.9,22.4,26.5,True
260.0,23.1,19.1,True
216.3,27.8,21.8,True
191.9,28.0,20.8,False
266.1,25.6,25.4,True
206.3,26.9,25.0,False
268.6,26.0,20.4,True
256.9,20.0,18.0,True
278.8,20.4,25.9,True
238.7,21.2,30.8,True
210.1,19.6,22.3,True
185.6,25.4,30.2,False
266.7,22.0,21.9,True
230.0,31.8,25.5,False
183.5,27.9,23.8,False
279.3,18.5,23.1,True
202.8,20.1,29.1,True
225.0,20.2,24.2,True
189.8,30.9,21.4,False
185.3,25.5,27.3,False
191.6,31.2,23.4,False
182.3,27.1,20.9,False
164.0,24.8,18.2,False
220.2,23.9,29.3,True
182.7,20.0,32.5,True
272.1,29.4,30.4,True
268.7,26.1,26.1,True
237.4,26.5,18.9,True
182.0,30.0,20.1,False
223.6,27.8,19.1,True
229.6,28.2,30.1,False
180.3,28.0,19.1,False
219.2,22.5,26.8,True
206.7,32.2,30.7,False
272.4,24.8,32.0,True
231.4,20.8,18.8,True
252.7,24.5,32.7,True
180.5,21.2,30.1,False
267.4,25.9,21.9,True
189.6,31.4,23.6,False
197.5,18.1,30.9,True
232.2,30.1,23.6,False
202.3,19.2,27.8,True
221.9,25.8,18.1,True
267.2,22.4,24.8,True
242.6,30.3,32.3,False
274.5,22.0,20.3,True
270.0,18.1,27.3,True
170.0,30.0,24.6,False
247.8,31.4,21.6,True
218.8,21.0,19.9,True
166.7,30.4,18.7,False
183.6,22.5,18.9,True
204.9,31.2,27.6,False
198.6,25.9,32.0,False
212.7,23.1,29.9,True
192.4,26.4,25.3,False
267.5,19.6,23.6,True
261.3,23.3,19.0,True
207.5,28.6,20.4,False
241.4,28.2,31.2,True
196.3,30.9,30.2,False
179.8,29.8,31.9,False
201.5,25.4,31.3,False
227.2,21.0,29.0,True
179.1,26.6,26.1,False
235.1,18.1,19.2,True
205.0,21.9,27.6,True
275.5,20.8,30.6,True
175.9,28.5,26.4,False
145.5,24.4,27.9,False
226.2,18.4,27.4,True
175.5,21.0,32.5,False
